           ﻿nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Angka Partisipasi Murni ( A P M )";"SM/SMK/MA/Paket C";2022;Tahun;64.11;"SULAWESI TENGGARA"
"Angka Partisipasi Murni ( A P M )";"SM/SMK/MA/Paket C";2022;Tahun;58.47;GORONTALO
"Angka Partisipasi Murni ( A P M )";"SM/SMK/MA/Paket C";2022;Tahun;60.24;"SULAWESI BARAT"
"Angka Partisipasi Murni ( A P M )";"SM/SMK/MA/Paket C";2022;Tahun;64.57;MALUKU
"Angka Partisipasi Murni ( A P M )";"SM/SMK/MA/Paket C";2022;Tahun;65.35;"MALUKU UTARA"
"Angka Partisipasi Murni ( A P M )";"SM/SMK/MA/Paket C";2022;Tahun;63.66;"PAPUA BARAT"
"Angka Partisipasi Murni ( A P M )";"SM/SMK/MA/Paket C";2022;Tahun;47.63;PAPUA
"Angka Partisipasi Murni ( A P M )";"SM/SMK/MA/Paket C";2022;Tahun;61.97;INDONESIA
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;88.21;ACEH
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;81.84;"SUMATERA UTARA"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;78.86;"SUMATERA BARAT"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;80.43;RIAU
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;79.93;JAMBI
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;78.68;"SUMATERA SELATAN"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;80.25;BENGKULU
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;82.07;LAMPUNG
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;74.68;"KEP. BANGKA BELITUNG"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;86.76;"KEP. RIAU"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;84.22;"DKI JAKARTA"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;82.8;"JAWA BARAT"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;81.02;"JAWA TENGAH"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;85.28;"DI YOGYAKARTA"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;83.8;"JAWA TIMUR"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;84.67;BANTEN
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;86.88;BALI
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;86.05;"NUSA TENGGARA BARAT"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;70.05;"NUSA TENGGARA TIMUR"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;68.32;"KALIMANTAN BARAT"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;78.75;"KALIMANTAN TENGAH"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;76.28;"KALIMANTAN SELATAN"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;82.65;"KALIMANTAN TIMUR"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;79.38;"KALIMANTAN UTARA"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;76.11;"SULAWESI UTARA"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;75.63;"SULAWESI TENGAH"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;77.42;"SULAWESI SELATAN"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;77.77;"SULAWESI TENGGARA"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;71.66;GORONTALO
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;70.34;"SULAWESI BARAT"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;78.37;MALUKU
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;77.41;"MALUKU UTARA"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;71.38;"PAPUA BARAT"
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;59.14;PAPUA
"Angka Partisipasi Murni ( A P M )";"SMP/Mts/Paket B";2022;Tahun;80.89;INDONESIA
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;99.07;ACEH
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;98;"SUMATERA UTARA"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;98.8;"SUMATERA BARAT"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;97.8;RIAU
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;99.33;JAMBI
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;98.08;"SUMATERA SELATAN"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;98.6;BENGKULU
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;99.29;LAMPUNG
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;98.01;"KEP. BANGKA BELITUNG"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;99.2;"KEP. RIAU"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;98.37;"DKI JAKARTA"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;98.29;"JAWA BARAT"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;98.39;"JAWA TENGAH"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;99.43;"DI YOGYAKARTA"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;98.09;"JAWA TIMUR"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;97.93;BANTEN
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;97.46;BALI
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;98.83;"NUSA TENGGARA BARAT"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;96.08;"NUSA TENGGARA TIMUR"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;97.52;"KALIMANTAN BARAT"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;99.11;"KALIMANTAN TENGAH"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;99.12;"KALIMANTAN SELATAN"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;98.45;"KALIMANTAN TIMUR"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;93.69;"KALIMANTAN UTARA"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;95.44;"SULAWESI UTARA"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;93.25;"SULAWESI TENGAH"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;98.41;"SULAWESI SELATAN"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;98.27;"SULAWESI TENGGARA"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;98.74;GORONTALO
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;95.81;"SULAWESI BARAT"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;96.9;MALUKU
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;97.27;"MALUKU UTARA"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;94.31;"PAPUA BARAT"
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;81.66;PAPUA
"Angka Partisipasi Murni ( A P M )";"SD/MI/Paket A";2022;Tahun;97.88;INDONESIA
